dataset,title,year,venue_or_source,model_or_system,reported_results,setup_notes,source_url,pdf_url,normalized_pdf_url,download_status,local_pdf_path
ai2_arc,Quick and (not so) Dirty: Unsupervised Selection of Justification Sentences for Multi-hop Question Answering,2019,EMNLP-IJCNLP 2019,Justification Ranking Method,Improves multihop QA performance,Unsupervised selection of relevant sentences for ARC,https://aclanthology.org/D19-1260.pdf,https://arxiv.org/abs/1911.07176,https://arxiv.org/pdf/1911.07176,downloaded,research/dataset_papers/pdfs/ai2_arc/2019_quick_and_not_so_dirty_unsupervised_selection_of_justification_sentences_for_multi_ho.pdf
ai2_arc,FreeLB: Enhanced Adversarial Training for Natural Language Understanding,2019,arXiv,BERT-base / RoBERTa-large with FreeLB,ARC-Easy: 85.44% / ARC-Challenge: 67.75%,Adversarial training at embedding level; state-of-the-art single-model results at publication,https://arxiv.org/abs/1909.11764,https://arxiv.org/pdf/1909.11764,https://arxiv.org/pdf/1909.11764,downloaded,research/dataset_papers/pdfs/ai2_arc/2019_freelb_enhanced_adversarial_training_for_natural_language_understanding.pdf
ai2_arc,Finetuned Language Models Are Zero-Shot Learners (FLAN),2021,arXiv,FLAN (137B instruction-tuned LM),Outperforms GPT-3 zero-shot on AI2-ARC,Instruction tuning on 60 NLP tasks; strong generalization to unseen tasks,https://arxiv.org/abs/2109.01652,https://arxiv.org/pdf/2109.01652,https://arxiv.org/pdf/2109.01652,downloaded,research/dataset_papers/pdfs/ai2_arc/2021_finetuned_language_models_are_zero_shot_learners_flan.pdf
ai2_arc,Think you have Solved Direct-Answer Question Answering? Try ARC-DA,2021,arXiv,UnifiedQA + ARC-DA/MC model,ARC-Challenge: 81.4% / ARC-Easy: 92.7% (on MC converted from DA format),Direct-answer version of ARC; 2985 questions with multiple valid answers; evaluation metrics for open-response format,https://arxiv.org/abs/2102.03315,https://arxiv.org/pdf/2102.03315,https://arxiv.org/pdf/2102.03315,downloaded,research/dataset_papers/pdfs/ai2_arc/2021_think_you_have_solved_direct_answer_question_answering_try_arc_da.pdf
ai2_arc,UNIFIEDQA: Crossing Format Boundaries with a Single QA System,2020,EMNLP 2020 Findings,UnifiedQA (T5-based),Strong performance across 19 QA datasets,Unified system trained on 4 QA formats; generalizes well across dataset formats,https://aclanthology.org/2020.findings-emnlp.171/,https://aclanthology.org/2020.findings-emnlp.171.pdf,https://aclanthology.org/2020.findings-emnlp.171.pdf,downloaded,research/dataset_papers/pdfs/ai2_arc/2020_unifiedqa_crossing_format_boundaries_with_a_single_qa_system.pdf
ai2_arc,UnifiedQA-v2: Stronger Generalization via Broader Cross-Format Training,2022,arXiv,UnifiedQA-v2 (T5-based with 3x datasets),Better in-domain and cross-domain results,Extended training on ~3x more QA datasets than UnifiedQA,https://arxiv.org/abs/2202.12359,https://arxiv.org/pdf/2202.12359,https://arxiv.org/pdf/2202.12359,downloaded,research/dataset_papers/pdfs/ai2_arc/2022_unifiedqa_v2_stronger_generalization_via_broader_cross_format_training.pdf
ai2_arc,General-Purpose Question-Answering with Macaw,2021,arXiv,Macaw (T5-based multi-angle model),Evaluates on subset of ARC questions,Multi-angle approach for diverse QA formats; samples equally from 7 QA datasets,https://arxiv.org/abs/2109.02593,https://arxiv.org/pdf/2109.02593,https://arxiv.org/pdf/2109.02593,downloaded,research/dataset_papers/pdfs/ai2_arc/2021_general_purpose_question_answering_with_macaw.pdf
ai2_arc,The ConceptARC Benchmark: Evaluating Understanding and Generalization in the ARC Domain,2023,TMLR / arXiv,"Human baseline vs GPT-4, ARC-Kaggle winners",Humans substantially outperform all machine solvers,Systematic evaluation of concept learning; tests abstraction and generalization abilities,https://arxiv.org/abs/2305.07141,https://arxiv.org/pdf/2305.07141,https://arxiv.org/pdf/2305.07141,downloaded,research/dataset_papers/pdfs/ai2_arc/2023_the_conceptarc_benchmark_evaluating_understanding_and_generalization_in_the_arc_domai.pdf
ai2_arc,"LLMs and the Abstraction and Reasoning Corpus: Successes, Failures, and the Importance of Object-Based Representations",2023,arXiv,Various LLMs including GPT-4,Mixed results on ARC; LLMs struggle with visual reasoning,Analysis of LLM performance on ARC tasks; discusses object representation importance,https://arxiv.org/abs/2305.18354,https://arxiv.org/pdf/2305.18354,https://arxiv.org/pdf/2305.18354,downloaded,research/dataset_papers/pdfs/ai2_arc/2023_llms_and_the_abstraction_and_reasoning_corpus_successes_failures_and_the_importance_o.pdf
ai2_arc,H-ARC: A Robust Estimate of Human Performance on the Abstraction and Reasoning Corpus Benchmark,2024,arXiv,Human subjects,ARC human performance estimates with ranges,Establishes human baseline metrics; discusses methodological issues in human evaluation,https://arxiv.org/abs/2409.01374,https://arxiv.org/pdf/2409.01374,https://arxiv.org/pdf/2409.01374,downloaded,research/dataset_papers/pdfs/ai2_arc/2024_h_arc_a_robust_estimate_of_human_performance_on_the_abstraction_and_reasoning_corpus_.pdf
ai2_arc,Sci-CoT: Leveraging Large Language Models for Enhanced Knowledge Distillation in Small Models for Scientific QA,2023,IEEE Conf,FLAN-T5-small student model,Outperforms BLOOM-176B on ARC-Easy,Knowledge distillation from LLMs to small models; reports strong results on ARC datasets,https://ieeexplore.ieee.org/abstract/document/10507622/,https://arxiv.org/pdf/2308.04679,https://arxiv.org/pdf/2308.04679,downloaded,research/dataset_papers/pdfs/ai2_arc/2023_sci_cot_leveraging_large_language_models_for_enhanced_knowledge_distillation_in_small.pdf
ai2_arc,ARC Prize 2024: Technical Report,2024,arXiv,Multiple competition entries,55.5% on ARC-AGI private eval (improved from 33%),"Competition results; discusses frontier AGI reasoning techniques, program synthesis, test-time training",https://arxiv.org/abs/2412.04604,https://arxiv.org/pdf/2412.04604,https://arxiv.org/pdf/2412.04604,downloaded,research/dataset_papers/pdfs/ai2_arc/2024_arc_prize_2024_technical_report.pdf
ai2_arc,ARC 'Challenge' Is Not That Challenging,2025,ACL Findings 2025,Analysis of modern LLMs,Challenge accuracy 64% → 93% with fairer eval methods,Critical analysis showing evaluation setup affects perceived difficulty; suggests LLM dataset artifacts,https://aclanthology.org/2025.findings-acl.144/,https://aclanthology.org/2025.findings-acl.144.pdf,https://aclanthology.org/2025.findings-acl.144.pdf,downloaded,research/dataset_papers/pdfs/ai2_arc/2025_arc_challenge_is_not_that_challenging.pdf
ai2_arc,MADIL: An MDL-based Framework for Efficient Program Synthesis in the ARC Benchmark,2025,arXiv,Program synthesis framework,Shows LLMs recently improved ARC performance,Minimum Description Length approach for ARC program synthesis,https://arxiv.org/abs/2505.01081,https://arxiv.org/pdf/2505.01081,https://arxiv.org/pdf/2505.01081,downloaded,research/dataset_papers/pdfs/ai2_arc/2025_madil_an_mdl_based_framework_for_efficient_program_synthesis_in_the_arc_benchmark.pdf
ai2_arc,ARC-AGI-2 Technical Report,2026,arXiv,Various methods including T5-based,Reports latest ARC-AGI-2 results,New ARC-AGI-2 benchmark introduced; discusses evolution of evaluation,https://arxiv.org/abs/2603.06590,https://arxiv.org/pdf/2603.06590,https://arxiv.org/pdf/2603.06590,downloaded,research/dataset_papers/pdfs/ai2_arc/2026_arc_agi_2_technical_report.pdf
ai2_arc,ARC-AGI without pretraining,2025,arXiv,Symbolic/non-pretrained approaches,Alternative to LLM-based methods,Explores solving ARC without large language models,https://arxiv.org/abs/2512.06104,https://arxiv.org/pdf/2512.06104,https://arxiv.org/pdf/2512.06104,downloaded,research/dataset_papers/pdfs/ai2_arc/2025_arc_agi_without_pretraining.pdf
ai2_arc,"LLMs and Abstract Reasoning: Successes, Failures, and Object-Based Representation",2023,arXiv,"GPT-3, GPT-4, text conversion methods",20% accuracy with GPT-3 on converted text,Converting visual ARC to text for LLMs; analysis of representation issues,https://arxiv.org/abs/2305.18354,https://arxiv.org/pdf/2305.18354,https://arxiv.org/pdf/2305.18354,downloaded,research/dataset_papers/pdfs/ai2_arc/2023_llms_and_abstract_reasoning_successes_failures_and_object_based_representation.pdf
ai2_arc,Do Large Language Models Solve ARC Visual Analogies Like People Do?,2024,arXiv,"GPT-3, human comparisons",Comparative analysis of errors,Analysis of how LLMs approach visual reasoning on ARC vs human strategies,https://arxiv.org/abs/2403.09734,https://arxiv.org/pdf/2403.09734,https://arxiv.org/pdf/2403.09734,downloaded,research/dataset_papers/pdfs/ai2_arc/2024_do_large_language_models_solve_arc_visual_analogies_like_people_do.pdf
ai2_arc,Understanding LLMs' Fluid Intelligence Deficiency: An Analysis of the ARC Task,2025,NAACL 2025,"Fine-tuned LLMs, visual-based LLMs",High accuracy on text-based tasks; challenges for visual LLMs,Detailed analysis of LLM performance on ARC; fluid intelligence vs learned knowledge,https://aclanthology.org/2025.naacl-long.423/,https://aclanthology.org/2025.naacl-long.423.pdf,https://aclanthology.org/2025.naacl-long.423.pdf,downloaded,research/dataset_papers/pdfs/ai2_arc/2025_understanding_llms_fluid_intelligence_deficiency_an_analysis_of_the_arc_task.pdf
ai2_arc,Challenge Closed-Book Science Exam: A Meta-Learning Based Question Answering System,2020,PRICAI Workshop,MetaQA framework (System 1 + System 2),Benchmarks on ARC,Meta-learning approach without external knowledge bases,https://arxiv.org/abs/2004.12303,https://arxiv.org/pdf/2004.12303,https://arxiv.org/pdf/2004.12303,downloaded,research/dataset_papers/pdfs/ai2_arc/2020_challenge_closed_book_science_exam_a_meta_learning_based_question_answering_system.pdf
ai2_arc,The Surprising Effectiveness of Test-Time Training for Few-Shot Learning,2024,arXiv,Test-time training methods,Improvements on ARC dataset,Explores task-specific knowledge leverage for few-shot scenarios including ARC,https://arxiv.org/abs/2411.07279,https://arxiv.org/pdf/2411.07279,https://arxiv.org/pdf/2411.07279,downloaded,research/dataset_papers/pdfs/ai2_arc/2024_the_surprising_effectiveness_of_test_time_training_for_few_shot_learning.pdf
ai2_arc,In Benchmarks We Trust... Or Not?,2025,EMNLP 2025,"Benchmark analysis including ARC, SuperGLUE, WinoGrande",Analyzes benchmark validity and issues,Critical examination of widely-used benchmarks including ARC; discusses evaluation concerns,https://aclanthology.org/2025.emnlp-main.1208/,https://aclanthology.org/2025.emnlp-main.1208.pdf,https://aclanthology.org/2025.emnlp-main.1208.pdf,downloaded,research/dataset_papers/pdfs/ai2_arc/2025_in_benchmarks_we_trust_or_not.pdf
ai2_arc,Shortcutted Commonsense: Data Spuriousness in Deep Learning of Commonsense Reasoning,2021,EMNLP 2021,Analysis of commonsense datasets including ARC,Studies dataset artifacts,Examines spurious patterns and shortcuts in commonsense reasoning benchmarks,https://aclanthology.org/2021.emnlp-main.113/,https://aclanthology.org/2021.emnlp-main.113.pdf,https://aclanthology.org/2021.emnlp-main.113.pdf,downloaded,research/dataset_papers/pdfs/ai2_arc/2021_shortcutted_commonsense_data_spuriousness_in_deep_learning_of_commonsense_reasoning.pdf
ai2_arc,Benchmarking Machine Reading Comprehension: A Psychological Perspective,2021,EACL 2021,Benchmark analysis framework,Psychological analysis of MRC,Evaluates MRC benchmarks including ARC from cognitive science perspective,https://aclanthology.org/2021.eacl-main.137/,https://aclanthology.org/2021.eacl-main.137.pdf,https://aclanthology.org/2021.eacl-main.137.pdf,downloaded,research/dataset_papers/pdfs/ai2_arc/2021_benchmarking_machine_reading_comprehension_a_psychological_perspective.pdf
ai2_arc,Optimizing Large Language Models: A Deep Dive into Effective Prompt Engineering Techniques,2025,Applied Sciences (MDPI),Various LLMs with prompt engineering,Results on ARC dataset with multiple prompt strategies,Comprehensive analysis of prompt engineering techniques on ARC and other datasets,https://www.mdpi.com/2076-3417/15/3/1430,https://www.mdpi.com/2076-3417/15/3/1430,https://www.mdpi.com/2076-3417/15/3/1430,downloaded,research/dataset_papers/pdfs/ai2_arc/2025_optimizing_large_language_models_a_deep_dive_into_effective_prompt_engineering_techni.pdf
ai2_arc,A Survey of Prompt Engineering Methods in Large Language Models for Different NLP Tasks,2024,arXiv,Survey of prompt engineering,References ARC performance improvements,Systematic survey of prompting techniques; shows prompt engineering impact on LLM performance,https://arxiv.org/abs/2407.12994,https://arxiv.org/pdf/2407.12994,https://arxiv.org/pdf/2407.12994,downloaded,research/dataset_papers/pdfs/ai2_arc/2024_a_survey_of_prompt_engineering_methods_in_large_language_models_for_different_nlp_tas.pdf
room_assignment_related,Pencil Puzzle Bench: A Benchmark for Multi-Step Verifiable Reasoning,2026,arXiv:2603.02119,"GPT-5.2, Claude Opus 4.6, Claude Sonnet, Llama models, OpenAI, Anthropic",GPT-5.2: 81x improvement with reasoning effort; Claude Opus 4.6: 0.3% to 30.0% with iterative verification; GPT-5.2 max effort: 20.2% to 56.0%,"300 puzzles across 20 varieties from 62,231 total; direct ask (single-shot) vs agentic (multi-turn with verification); per-move reward signals; densely verifiable intermediate states",https://arxiv.org/abs/2603.02119,https://arxiv.org/pdf/2603.02119,https://arxiv.org/pdf/2603.02119,downloaded,research/dataset_papers/pdfs/room_assignment_related/2026_pencil_puzzle_bench_a_benchmark_for_multi_step_verifiable_reasoning.pdf
room_assignment_related,MultiZebraLogic: A Multilingual Logical Reasoning Benchmark,2025,"arXiv:2511.03553, LREC 2026 submission","GPT-4o mini, o3-mini",o3-mini 4x5 puzzles: baseline accuracy reported; 5 red herrings decrease accuracy by 15±7%; language/theme independence demonstrated,"128+1024 puzzles per size; 2x3 and 4x5 grid sizes; 14 clue types, 8 red herring types; 9 Germanic languages; controllable difficulty",https://arxiv.org/abs/2511.03553,https://arxiv.org/pdf/2511.03553,https://arxiv.org/pdf/2511.03553,downloaded,research/dataset_papers/pdfs/room_assignment_related/2025_multizebralogic_a_multilingual_logical_reasoning_benchmark.pdf
room_assignment_related,RiddleBench: A New Generative Reasoning Benchmark for LLMs,2025,arXiv:2510.24932,"Gemini 2.5 Pro, o3, Claude 4 Sonnet, state-of-the-art models","Gemini 2.5 Pro: 60.30%, o3: 63.37%, Claude 4 Sonnet: 63.16%; all struggle with constraint satisfaction and spatial reasoning","1,737 challenging puzzles in English; integrates logical deduction, spatial awareness, constraint satisfaction; reveals hallucination cascades and poor self-correction",https://arxiv.org/abs/2510.24932,https://arxiv.org/pdf/2510.24932,https://arxiv.org/pdf/2510.24932,downloaded,research/dataset_papers/pdfs/room_assignment_related/2025_riddlebench_a_new_generative_reasoning_benchmark_for_llms.pdf
room_assignment_related,Enigmata: Scaling Logical Reasoning in Large Language Models with Synthetic Verifiable Puzzles,2025,arXiv:2505.19914,"Qwen2.5-32B-Enigmata, o3-mini-high, o1, Seed1.5-Thinking","Qwen2.5-32B-Enigmata surpasses o3-mini-high and o1; ARC-AGI: 32.8%, ARC-AGI 2: 0.6%; AIME 2024-2025 improvements; GPQA Diamond gains",36 tasks across 7 categories; unlimited generator with controllable difficulty; rule-based verifier; multi-task RLVR training compatible,https://arxiv.org/abs/2505.19914,https://arxiv.org/pdf/2505.19914,https://arxiv.org/pdf/2505.19914,downloaded,research/dataset_papers/pdfs/room_assignment_related/2025_enigmata_scaling_logical_reasoning_in_large_language_models_with_synthetic_verifiable.pdf
room_assignment_related,SATBench: Benchmarking LLMs' Logical Reasoning via Automated Puzzle Generation from SAT Formulas,2025,arXiv:2505.14615,"o4-mini, GPT-4, Claude, Llama models","o4-mini: 65% on hard UNSAT, near 50% random baseline; systematic failures in satisfiability bias, context inconsistency",2100 puzzles with automated generation and validation; LLM-based + solver-based consistency checks; human validation subset; adjustable difficulty,https://arxiv.org/abs/2505.14615,https://arxiv.org/pdf/2505.14615,https://arxiv.org/pdf/2505.14615,downloaded,research/dataset_papers/pdfs/room_assignment_related/2025_satbench_benchmarking_llms_logical_reasoning_via_automated_puzzle_generation_from_sat.pdf
room_assignment_related,Sudoku-Bench: Evaluating creative reasoning with Sudoku variants,2025,arXiv:2505.16135,"State-of-the-art LLMs (GPT, Claude, Gemini, Llama)",Less than 15% of SOTA LLMs solve puzzles unaided; baseline evaluation on diverse variants,Curated challenging unconventional Sudoku variants; standardized text-based representation; flexible tools for thousands of public puzzles; tests novel logical breakthroughs,https://arxiv.org/abs/2505.16135,https://arxiv.org/pdf/2505.16135,https://arxiv.org/pdf/2505.16135,downloaded,research/dataset_papers/pdfs/room_assignment_related/2025_sudoku_bench_evaluating_creative_reasoning_with_sudoku_variants.pdf
room_assignment_related,LogicPuzzleRL: Cultivating Robust Mathematical Reasoning in LLMs via Reinforcement Learning,2025,arXiv:2506.04821,LLMs trained via RL with verifiable rewards,RL training improves out-of-distribution performance on math benchmarks; significant gains on mid-difficulty multi-step problems,"7 custom logic puzzles: constraint propagation, spatial consistency, symbolic deduction; binary feedback based on correctness; improves algebraic manipulation, geometric inference, combinatorial logic",https://arxiv.org/abs/2506.04821,https://arxiv.org/pdf/2506.04821,https://arxiv.org/pdf/2506.04821,downloaded,research/dataset_papers/pdfs/room_assignment_related/2025_logicpuzzlerl_cultivating_robust_mathematical_reasoning_in_llms_via_reinforcement_lea.pdf
room_assignment_related,Logic.py: Bridging the Gap between LLMs and Constraint Solvers,2025,arXiv:2502.15776,"Llama 3.1 70B, constraint solvers",65% absolute improvement: baseline to 90%+ accuracy on ZebraLogicBench via LLM formalization + constraint solver,Domain-specific language (logic.py) for constraint specification; combines LLM strengths with symbolic solver capabilities; state-of-the-art on logic puzzles,https://arxiv.org/abs/2502.15776,https://arxiv.org/pdf/2502.15776,https://arxiv.org/pdf/2502.15776,downloaded,research/dataset_papers/pdfs/room_assignment_related/2025_logic_py_bridging_the_gap_between_llms_and_constraint_solvers.pdf
room_assignment_related,Evaluating Implicit Biases in LLM Reasoning through Logic Grid Puzzles,2025,arXiv:2511.06160,Multiple model families (various LLMs),Consistent accuracy improvements when solutions align with stereotypes; systematic bias in deductive reasoning demonstrated,"PRIME framework: stereotypical, anti-stereotypical, neutral puzzle variants; automatic generation and verification; variable complexity and biased settings",https://arxiv.org/abs/2511.06160,https://arxiv.org/pdf/2511.06160,https://arxiv.org/pdf/2511.06160,downloaded,research/dataset_papers/pdfs/room_assignment_related/2025_evaluating_implicit_biases_in_llm_reasoning_through_logic_grid_puzzles.pdf
room_assignment_related,HardcoreLogic: Challenging Large Reasoning Models with Long-tail Logic Puzzle Games,2025,arXiv:2510.12563,"Large Reasoning Models (LRMs) including o1, GPT-5 variants",Top benchmark performers show significant performance drops on non-canonical variants; heavy reliance on memorized stereotypes exposed,"5000+ puzzles across 10 games; 3 transformation dimensions (Increased Complexity, Uncommon Elements, Unsolvable Puzzles); tests robustness and rule adaptation",https://arxiv.org/abs/2510.12563,https://arxiv.org/pdf/2510.12563,https://arxiv.org/pdf/2510.12563,downloaded,research/dataset_papers/pdfs/room_assignment_related/2025_hardcorelogic_challenging_large_reasoning_models_with_long_tail_logic_puzzle_games.pdf
room_assignment_related,"Liar, Liar, Logical Mire: A Benchmark for Suppositional Reasoning in Large Language Models",2024,"arXiv:2406.12546, EMNLP 2024","Llama 3, Mixtral-8x7B, other state-of-the-art LLMs",Models struggle with truth/lie inference; lower-performing models exhibit diverse reasoning errors; proficient models struggle with false statement implications,"TruthQuest benchmark based on Knights & Knaves; varying complexity (character count, statement types); tests hypothetical scenario reasoning",https://arxiv.org/abs/2406.12546,https://arxiv.org/pdf/2406.12546,https://arxiv.org/pdf/2406.12546,downloaded,research/dataset_papers/pdfs/room_assignment_related/2024_liar_liar_logical_mire_a_benchmark_for_suppositional_reasoning_in_large_language_mode.pdf
room_assignment_related,LogicVista: Multimodal LLM Logical Reasoning Benchmark in Visual Contexts,2024,arXiv:2407.04973,"8 mainstream MLLMs (GPT-4V, Claude, Gemini Vision, Llava, etc.)",Comprehensive evaluation across 448 multiple-choice questions; identifies proficiency gaps in visual logical reasoning,5 logical reasoning tasks with 9 different capabilities; visual context required; annotations with correct answers and human-written reasoning; open-ended + multiple-choice evaluation,https://arxiv.org/abs/2407.04973,https://arxiv.org/pdf/2407.04973,https://arxiv.org/pdf/2407.04973,downloaded,research/dataset_papers/pdfs/room_assignment_related/2024_logicvista_multimodal_llm_logical_reasoning_benchmark_in_visual_contexts.pdf
room_assignment_related,Frontier LLMs Still Struggle with Simple Reasoning Tasks,2025,arXiv:2507.07313,"Frontier LLMs including thinking models (GPT-o4, Gemini, Claude, OpenAI o-series)",Even state-of-the-art thinking models consistently fail on trivial variants; systematic failures in memorization vs. logic separation,"Procedurally generated simple reasoning tasks (counting, first-order logic, proof trees, travel planning); unpuzzles dataset with trivialized known puzzles; variable parameters for computational complexity",https://arxiv.org/abs/2507.07313,https://arxiv.org/pdf/2507.07313,https://arxiv.org/pdf/2507.07313,downloaded,research/dataset_papers/pdfs/room_assignment_related/2025_frontier_llms_still_struggle_with_simple_reasoning_tasks.pdf
room_assignment_related,Oedipus and the Sphinx: Benchmarking and Improving Visual Language Models for Complex Graphic Reasoning,2025,arXiv:2508.00323,"11 mainstream VLMs (GPT-4V, Claude Vision, Gemini, LLaVA, etc.)",VLMs show deficiencies in complex graphic reasoning; 33.5% performance improvement with DiaCoT + ReasonTune,"ReasonBench: 1,613 questions from real-world intelligence tests; location, attribute, quantity, multi-element tasks; spatial, relational, abstract reasoning evaluation",https://arxiv.org/abs/2508.00323,https://arxiv.org/pdf/2508.00323,https://arxiv.org/pdf/2508.00323,downloaded,research/dataset_papers/pdfs/room_assignment_related/2025_oedipus_and_the_sphinx_benchmarking_and_improving_visual_language_models_for_complex_.pdf
